text,intent
لو سمحت ليش الرصيد انخصم علي خطي اليوم,payment_issue
ليش الشبكه تختفي فجاه في البيت بسرعه,network_complaint
حاب اعرف بدي اعرف المتبقي من الباقه علي رقمي,check_data_usage
اريد كم باقي من الشبكه علي رقمي,check_data_usage
حدد الامر المناسب من قايمه الاوامر المتاحه افتح مذكراتي   الاتصال ب  الخاص بي   فتح الملفات في    افتح تطبيق,network_complaint
بدي كيف وضع الشبكه اليوم هالفتره,network_status
ممكن لماذا الانترنت لا يجيب؟؟,slow_internet
الانترنت ضعيف ما يعبتو رسايل باستمرار في حاله انتهاء الرصيد ويبقي لي عندهم رصيد اليوم,slow_internet
توليد نخب الزفاف,other
لو سمحت مشاكل تحويل الرصيد علي رقمي,balance_transfer
لو سمحت عندي باي هالفتره,goodbye
محتاج مساعده بخصوص وداعا من كم ساعه,goodbye
تحليل الاثار المترتبه علي استخدام نظام الدفع علي الهاتف المحمول في بلد نام,payment_issue
ساعدني ليش الرصيد انخصم هالفتره لو سمحت,payment_issue
قم بتحليل المستند التالي وقم بتجميع الموضوعات التي يتحدث عنها كانت اوبر واحده من الشركات الرايده في صناعه النقل التشاركي منذ اطلاقها في عام  لقد عطلت صناعه النقل ، وخلقت نموذج اعمال تعمل فيه كوسيط بين طرفين الراكب والسايق يتضمن عرض الخدمه الرييسيه ل  تطبيقا للجوال وموقعا الكترونيا ، مما يسمح للركاب بطلب مشوار من سايق متاح يمكن الدفع مقابل هذه الرحله باستخدام نظام الدفع الخاص ب  ، والذي تم تطويره بالشراكه مع مجموعه متنوعه من معالجات الجهات الخارجيه تقدم الشركه ايضا العديد من الخدمات الاضافيه ، مثل     ، والتي تتيح للركاب مشاركه الرحله مع الركاب الاخرين لتوفير المال ، و     ، والتي تتيح للركاب تحديد موعد رحله في المستقبل,payment_issue
صف ما هو المقصود بقوه الحوسبه,other
ممكن ليش الانترنت بطيء عندي في منطقتي لو سمحت,slow_internet
كم باقي من الانترنت في البيت,check_data_usage
بدي حل ل اهلين من اسبوع,greeting
حاب اعرف الخدمه سييه في منطقتي,network_complaint
ساعدني ليش لانترنت ضعيف اليوم,slow_internet
لو سمحت اريد تحويل رصيد هالفتره؟,balance_transfer
استفسار الشبكه تفصل,network_complaint
محتاج جددلي الباقه في منطقتي؟,renew_package
من فضلك الرصيد انخصم وما تفعلت الخدمه اليوم,payment_issue
اريد اعرف كيف احول رصيد؟,balance_transfer
اريد ليش الشبكه ضعيفه يوجد منطقتي؟ الان,slow_internet
حاب اعرف هل في عروض جديده فيه الشغل,offer_inquiry
اريد كم باقي من الباقه فيه البيت بسرعه,check_data_usage
ساعدني كم معي نت من فضلك,check_data_usage
الشبكه غير مستقره من يومين,network_complaint
اريد عدم الثبات في سرعه الانترنت مع انقطاع الشبكه هالفتره,network_complaint
لو سمحت هل الشبكه تعمل الان حاليا؟,network_complaint
حاب اعرف مو حاله الشبكه في البيت؟,network_status
استفسار كيف افعل الباقه بعد الشحن علي خطي لو سمحت,renew_package
لو سمحت مو سبب عدم استجابه الشبكه؟,network_complaint
ممكن مشكله فيه الدفع حاليا,payment_issue
حاب اعرف هل الشبكه تعمل الان في البيت,network_complaint
ممكن اريد الدعم الفني في منطقتي؟,technical_support
ممكن ليش الانترنت بطيء عندي بعد الشحن اليوم,slow_internet
ما المده التي ستظهر فيها رسوم  دولار علي انها معلقه؟,payment_issue
استفسار عدم الثبات يوجد سرعه الانترنت مع انقطاع الشبكه الان,network_complaint
حاب اعرف لا توجد اشاره علي خطي,no_signal
ممكن عندي مشكله تقنيه في الشغل؟,technical_support
اريد الانترنت ضعيف علما ان الاشاره عاليه   لو سمحت,network_complaint
ساعدني لماذا الاتصال غير مستقر في البيت لو سمحت,network_complaint
صمم خوارزميه للبحث عن ادخالات جهات اتصال مكرره في قايمه رسايل البريد الالكتروني,network_complaint
ساعدني سلام هالفتره,goodbye
من فضلك اريد اعرف المتبقي من الباقه من الصبح؟,check_data_usage
اريد ليش ما اقدر اتصل علي خطي لو سمحت,no_signal
اريد ليش الشبكه تختفي فجاه علي خطي لو سمحت,network_complaint
ليش ما اقدر اتصل بعد الشحن في البيت,payment_issue
كم عدد السعرات الحراريه في هذه الوصفه؟ المقادير  كوب كينوا مطبوخه ،  ملعقه طعام زيت زيتون ،  كوب بصل احمر ،  كوب جبنه فيتا,offer_inquiry
ليس سبب عدم استجابه الشبكه؟ هالفتره,network_complaint
اكتب خطاب تغطيه لوظيفه معينه الوظيفه مهندس برمجيات,network_complaint
شبكه الشبكه بطييه من مبارح,network_complaint
استفسار اهلين الان,greeting
ساعدني كيف احول رصيد يوجد البيت اليوم,balance_transfer
ساعدني ليش الشبكه ضعيف وفض شبكه دايما لو سمحت,slow_internet
حاب اعرف ما عم يلقط شبكه من مبارح,network_complaint
ممكن ليش الشبكه ضعيفه في منطقتي؟ هالفتره,slow_internet
اريد اريد تحويل رصيد يوجد الشغل؟,balance_transfer
كيف اعرف الرصيد المتبقي مع ان الاشاره كامله بسرعه,check_data_usage
لو سمحت الخدمه ضعيفه في البيت,slow_internet
بدي ليش النت بطيء رغم وجود تغطيه من الصبح اليوم,slow_internet
بدي اعرف شو افضل باقه من مبارح؟,offer_inquiry
استخدم المعلومات المقدمه للاجابه علي السوال ما هي التكلفه الاجماليه لثلاث قبعات بيسبول تكلف الواحده منها  دولارا ، واربعه قمصان يبلغ سعر الواحد منها  دولارا ، وزوج واحد من احذيه الجري بتكلفه  دولارا؟,offer_inquiry
ساعدني جددلي الباقه من مبارح,renew_package
صف طريقتين جعلت الانترنت الاتصال اكثر بساطه,network_complaint
ممكن ساعدني بالمشكله لو سمحت,other
لو سمحت الشبكه بطيي جدا من الصبح,network_complaint
لم تنجح عمليه الشحن,payment_issue
كم باقي من الانترنت الان,check_data_usage
اريد الانترنت دايما بطيء بسرعه,slow_internet
اريد ليش اول العقد كان منيح بعدين صار بطي بسرعه,slow_internet
لماذا الاتصال غير مستقر يوجد منطقتي اليوم,network_complaint
عندي شكوي علي الشبكه,network_complaint
لو سمحت الانترنت بطيء علي رقمي,slow_internet
الانترنت ضعيف عندي هالفتره,slow_internet
مشاكل تحويل الرصيد في البيت,balance_transfer
اسيله تتعلق في مده الباقه هل يوجد باقه مدتها اطول؟ من الصبح,offer_inquiry
بدي اعرف كم باقي من النت حاليا؟,check_data_usage
عدم الثبات في سرعه الانترنت مع انقطاع الشبكه حاليا,network_complaint
ساعدني الانترنت بطيء جدا بسرعه,slow_internet
بدي في مشكله بالفاتوره من مبارح؟,payment_issue
بدي مع السلامه من فضلك,goodbye
ساعدني ليش ما استقبل مكالمات في منطقتي هالفتره,no_signal
كم بدو الرصيد ليبطل معلق؟,payment_issue
ممكن اعرف الخدمه سييه في منطقتي حاليا,network_complaint
الشبكه سييه اليوم,network_complaint
ممكن ليه في تقطيع بساعات معينه من اليوم بسرعه,slow_internet
لماذا الاتصال يقطع داخل المنزل؟ بسرعه,network_complaint
كم باقي من الباقه هالفتره في منطقتي,check_data_usage
بدي محتاج مساعده تقنيه في البيت؟,technical_support
ممكن اعرف مو في شبكه في منطقتي,network_complaint
اريد الدفع ما تم في الشغل,payment_issue
ممكن تساعدني بخصوص تصبح علي خير في منطقتي,goodbye
ليش كان فيه رسوم زياده وقت التحويل؟,balance_transfer
اريد الشبكه ضعيفه والسرعه ضعيفه هالفتره؟,slow_internet
ممكن اعرف اريد احول رصيد لرقم ثاني,balance_transfer
اريد شراء باقه نت لو سمحت,renew_package
اريد هل الخدمه شغاله علي خطي؟,network_status
بدي اعرف كم استهلكت من الباقه,check_data_usage
حاب اعرف النت يفصل وبطيء هالفتره؟,slow_internet
كيف احول رصيد علي خطي؟ فيه منطقتي,balance_transfer
ممكن ليش الانترنت بطيء عندي اليوم هالفتره,slow_internet
ليش الانترنت يفصل علي خطي؟ من مبارح,slow_internet
ساعدني كيف اعرف استهلاك النت رغم اني جددت الباقه؟ اليوم,check_data_usage
ليه النت ضعيف رغم شحنت جديد هالفتره,payment_issue
اريد يوجد شكوي علي الشبكه من مبارح؟,network_complaint
ممكن ماذا في عروض علي اسعار الباقات,offer_inquiry
يلا سلام نشوفك بعدين,goodbye
اعتقد ان التعبيه قد فشلت,payment_issue
اريد اعرف كيف احول رصيد من مبارح؟,balance_transfer
سرعه الانترنت قليله علي رقمي,slow_internet
في عندي باي باي طول اليوم,goodbye
كيف ادي اختراع التلغراف الي تسريع الاتصال؟,network_complaint
من فضلك كم بقي من الجيجا اليوم,check_data_usage
ليه النت بطيء من فضلك,slow_internet
محتاج الخدمه ضعيفه في منطقتي,slow_internet
ساعدني ما هي الباقات الجديد؟ متي سينتهي اشتراكي الشهر؟ لماذا الانترنت ضعيف؟ بسرعه,slow_internet
ساعدني تحويل الرصيد لا يعمل,balance_transfer
تحديد الانواع المختلفه من الاحداث المعروضه علي الجدول الزمني المحدد التاريخ من  مايو الي  يونيو       التخطيط الهندسي   اجتماع الفريق باكمله,offer_inquiry
ما هي افضل طريقه لتقليل استهلاك الطاقه في المنزل؟,check_data_usage
قم بانشاء بيان مشكله لمشروع البحث هذا الهدف من المشروع هو معرفه ما اذا كانت المحاصيل المعدله وراثيا امنه للاستهلاك,check_data_usage
ممكن اعرف اريد معرفه استهلاك الانترنت في البيت,check_data_usage
ليش الاتصال يقطع بعد الشحن؟ في البيت,network_complaint
ساعدني اخر سوال عن عروض الانترنت,offer_inquiry
اريد تجديد الاشتراك في منطقتي,renew_package
مشاكل تحويل الرصيد بعد الشحن,balance_transfer
اريد ليش الرصيد انخصم هالفتره,payment_issue
اريد لماذا الشبكه سيء رغم وجود تغطيه علي خطي لو سمحت,network_complaint
ممكن هل النت شغال لو سمحت,network_status
قم بانشاء انتهاك لقانون نيوتن الثالث من الوصف التالي اليس تدفع صندوقا الي اليمين,payment_issue
استفسار لماذا الانترنت ضعيف لماذا زادت تعرفه الاشتراك هالفتره,offer_inquiry
اريد ليش الشبكه ضعيفه و وين افضل مكان بتكون الشبكه فيه اقوي شي الان,network_complaint
لو سمحت فيه شكوي علي الشبكه حاليا؟,network_complaint
بدي اعرف الفيديو يقطع بسبب النت هالفتره,slow_internet
لو سمحت لماذا الشبكه يفصل كل شوي في البيت هالفتره,network_complaint
لو سمحت محتاج مساعده تقنيه هالفتره؟,technical_support
الانترت بطيء في منطقتي,slow_internet
لو سمحت مشاكل تحويل الرصيد علي رقمي؟,balance_transfer
ممكن اعرف احتاج دعم فني يوجد البيت,technical_support
ساعدني هاي هالفتره,greeting
ممكن ليش ما اقدر اتصل هالفتره هالفتره,no_signal
توقع سعر الذهب في شهر واحد,offer_inquiry
انشي تصميما لشعار شركه تصنع الاجهزه الالكترونيه الاستهلاكيه,check_data_usage
ضع قايمه بالاجراءات اللازمه لاكمال المشروع قم باعداد موقع علي شبكه الانترنت للاعمال التجاريه عبر الانترنت,network_complaint
ساعدني ليش الرصيد انخصم علي خطي من فضلك,payment_issue
ساعدني ليش الشحن ما تفعل اليوم من فضلك,payment_issue
حاب اعرف يلا سلام من غير سبب,goodbye
كيف احول رصيد في منطقتي من الصبح,balance_transfer
لو سمحت فيه مشكله بالفاتوره علي خطي؟,payment_issue
حاب اعرف مع السلامه علي رقمي,goodbye
بالنسبه لاسم الشركه المحدد ، ابحث عن سعر سهمها الحالي امازون,offer_inquiry
بدي اعرف الدفع مو شغال فيه منطقتي,payment_issue
ساعدني وضع الشبكه,network_status
ممكن اعرف اريد تحويل رصيد فيه البيت؟,balance_transfer
استفسار هل في عروض جديده للانترنت علي خطي اليوم,offer_inquiry
احسب التكلفه الاجماليه بعد تطبيق معدل الضريبه المحدد سعر الشراء  دولار   النسبه الضريبيه ٪,offer_inquiry
دعونا نلقي نظره علي سعر سهم شركه    اليوم,offer_inquiry
ساعدني ما في شبكه,no_signal
بدي هل في عروض جديده هالفتره؟,offer_inquiry
محتاج الشبكه بطيء في منطقتي؟,slow_internet
اشوفك لاحقا,goodbye
ابحث عن اقل سعر علي عنصر معين ابحث عن خيمه مقاومه للماء من اجل رحله التخييم الخاصه بي,offer_inquiry
لماذا الاتصال غير مستقر اليوم اليوم,network_complaint
الخدمه ضعيفه في الشغل,network_complaint
بدي اهلا هالفتره,greeting
الدفع ليس تم حاليا,payment_issue
لو سمحت معلومات عن الاشتراك,offer_inquiry
اريد ليش الشبكه ضعيفه هالفتره؟ الان,slow_internet
من فضلك هل الشبكه تعمل الان علي خطي,network_complaint
اطرح افكارا حول طرق تقليل استهلاك الطاقه في المنزل,check_data_usage
لو سمحت كم باقي من البيانات هالفتره؟,check_data_usage
ممكن فشل الدفع فيه الشغل؟,payment_issue
استفسار ليش النت بطيء داخل المنزل؟ لو سمحت,slow_internet
اريد مو حاله الشبكه من مبارح,network_status
اريد الي اللقاء هالفتره,goodbye
عندي مع السلامه في منطقتي,goodbye
اريد الانترنت يفصل كثير اليوم؟,network_complaint
ممكن هل الشبكه تعمل الان فيه البيت,network_complaint
صباح الخير ممكن استفسر,greeting
اريد اعرف ما حاله الشبكه اليوم؟,network_status
اريد النت ثقيل من فضلك,slow_internet
ممكن صلاحيه الباقه من فضلك,check_data_usage
لو سمحت ليش الانترنت بطيء عندي اليوم الان,slow_internet
بدي اعرف الشبكه غير مستقره في البيت؟,network_complaint
توقع سعر سهم الشركه   شهور من الان,offer_inquiry
شو وضع الشبكه طول اليوم,network_status
محتاج اريد معرفه العروض حاليا,offer_inquiry
حاب اعرف كيف احول رصيد؟,balance_transfer
اقترح بضعه افكار لوجبات صحيه ميسوره التكلفه للاباء العاملين,other
لو سمحت مو قدرت ادفع الفاتوره في منطقتي,payment_issue
ممكن لماذا الاتصال غير مستقر هالفتره بسرعه,network_complaint
ما هي فوايد استخدام بنيه الشبكه العصبيه؟,network_complaint
ليش الشبكه ضعيفه هالفتره؟ الان,network_complaint
اوجد القيمه الحاليه للسهم بالنظر الي سعر الاغلاق اليومي للسهم للاسبوع الماضي سعر الاغلاق اليومي لسهم الاسبوع الماضي  ،  ،  ،  ،  ،  ،,offer_inquiry
اواجه باي من يومين,goodbye
محتاج مساعده بخصوص اهلين بعد الشحن,greeting
لماذا الانترنت عندي بطيء كثير اليوم,slow_internet
محتاج كيف وضع الشبكه اليوم في منطقتي؟,network_status
اكتب داله لحساب السعر المخفض لمنتج في ضوء سعره الاصلي ونسبه الخصم,offer_inquiry
ما في شبكه طول اليوم,no_signal
الشبكه غير مستقره وقت الذروه,network_complaint
شو حل سلام علي رقمي,goodbye
محتاج اريد تفاصيل الاشتراك حاليا؟,offer_inquiry
اريد الشبكه سيء علي خطي؟,network_complaint
بدي استفسر عن باي بعد الشحن,goodbye
اريد كيف احول رصيد علي خطي؟ من فضلك,balance_transfer
حاب اعرف وداعا من يومين,goodbye
ممكن بغيرو التعرفه كتير وبغلو السعر الان,offer_inquiry
ليش الشحن ما وصل في البيت؟ حاليا,payment_issue
احتاج الي استرداد اموالي,payment_issue
حلل الموضوعات المعروضه في هذا العمل الادبي ادخل العمل الادبي هنا,offer_inquiry
ممكن اريد الدعم الفني في الشغل,technical_support
اريد ليس فيه شبكه حاليا؟,network_complaint
لو سمحت باي هالفتره,goodbye
اشرح سبب فايده بناء مدينه باستخدام نظام يشبه الشبكه,network_complaint
ليش الشبكه ضعيفه علي خطي؟ في منطقتي,network_complaint
محتاج الشبكه مقطوعه في منطقتي,no_signal
ليش النت بطيء رغم وجود تغطيه علي خطي من الصبح,slow_internet
حاب اعرف كيف وضع الشبكه اليوم يوجد الشغل,network_status
اريد ليس في شبكه من الصبح؟,network_complaint
قم باعداد ملخص للنص التالي لقد غير الانترنت حياتنا بشكل جذري بطرق متنوعه ، مما ادي الي تغيير جذري في الطرق التي نودي بها اعمالنا ، ونتفاعل مع الاخرين ، ونستهلك الوسايط لقد نجح الانترنت في جعل الاتصال فوريا عبر مسافات كبيره وصغيره ، بينما تتيح لنا التجاره الالكترونيه والخدمات المصرفيه عبر الانترنت اجراء عمليات الشراء والدفع بشكل اسرع واسهل واكثر امانا من اي وقت مضي لقد اعطي صوتا للمجتمعات المهمشه سابقا ووفر الوصول الي المعلومات والموارد التي لم يكن من الممكن تحملها في السابق,payment_issue
ممكن اعرف الشبكه ليس جيد علي خطي,network_complaint
محتاج مساعده بخصوص هلا في البيت,greeting
الانترنت يفصل كثير بعد التجديد,network_complaint
صف كيف تتشكل السحابه,other
ساعدني تحويل الرصيد لا يعمل علي رقمي؟,balance_transfer
استفسار عبيت البطاقه وما تفعلت ايش السبب لو سمحت,payment_issue
قم بانشاء ريف جيتار صوتي,other
قم بتسميه ثلاثه عناصر تشكل كبل شبكه نموذجي,network_complaint
حاب اعرف هل النت شغال حاليا,network_status
ساعدني شو افضل باقه في البيت؟,offer_inquiry
بدي اعرف الشبكه تفصل في منطقتي؟,no_signal
بدي ليش الاتصال يقطع بعد الشحن؟ بسرعه,payment_issue
لو سمحت عندي هاي من كم ساعه,greeting
ممكن اعرف النت يفصل وبطيء علي رقمي,slow_internet
ساعدني هل في عروض جديده للانترنت هالفتره بسرعه,offer_inquiry
ابحث عن السعر الاجمالي للعناصر ادناه    بوصه   دولارا       دولارا        دولارا,offer_inquiry
كيف اغير الباقه من الصبح في منطقتي,renew_package
حاب اعرف بدي احول رصيد لرقم ثاني من الصبح,balance_transfer
بدي ليش الشبكه ضعيفه و وين افضل مكان بتكون الشبكه فيه اقوي شي هالفتره,slow_internet
بدي يوجد شكوي علي الشبكه هالفتره,network_complaint
انا في منتصف عمليه شراء شقه احتاج الي المال لاداء دفعه الرهن العقاري الاولي ولن يتم ذلك ما زلت اتلقي خطا هل يمكنك معرفه ما يحدث ومساعدتي في اكمال هذا التحويل؟,payment_issue
ساعدني هل فيه عروض جديده للانترنت في البيت بسرعه,offer_inquiry
اكتب فقره تشرح فكره معينه الاتصال ضروري في اي علاقه,network_complaint
ساعدني في شكوي علي الشبكه؟,network_complaint
ما هي قايمه مهارات الاتصال الاساسيه؟,network_complaint
ممكن ما حاله الشبكه بسرعه,network_status
لو سمحت الانترنت يفصل كثير في منطقتي,network_complaint
ممكن الخدمه ضعيفه هالفتره,slow_internet
بدي كم باقي من الباقه هالفتره هالفتره,check_data_usage
استفسار تصبح علي خير هالفتره,goodbye
ساعدني لماذا الشبكه ضعيفه لو سمحت,slow_internet
بدي هل الخدمه شغاله علي رقمي؟,network_status
اريد اهلا من فضلك,greeting
محتاج اريد تفاصيل الاشتراك؟,offer_inquiry
اريد كم متبقي من الرصيد والنت علي رقمي؟,check_data_usage
ممكن انترنت ضعيف,slow_internet
ما طريقه تحويل الرصيد من كم ساعه,balance_transfer
كيف اعرف الرصيد المتبقي علي خطي من الصبح,check_data_usage
استفسار كيف افعل الباقه بدون سبب واضح؟ الان,renew_package
ساعدني ما في شبكه في الشغل؟,no_signal
انقطاع الشبكه بطء الانترنت في البيت,network_complaint
قم بتوصيل جهاز بشبكه محليه الجهاز عباره عن جهاز لوحي يعمل بنظام,network_complaint
حاب اعرف الي اللقاء من كم ساعه,goodbye
ساعدني هل في عروض جديده علي رقمي؟,offer_inquiry
ساعدني احتاج دعم فني اليوم,technical_support
من فضلك عندي مشكله تقنيه فيه البيت؟,technical_support
اريد ليش الشبكه يفصل كل شوي في منطقتي,network_complaint
ليش الاتصال غير مستقر اليوم حاليا,network_complaint
كيف احول رصيد هالفتره يوجد منطقتي,balance_transfer
لو سمحت ليس هي الباقات الجديد؟ متي سينتهي اشتراكي الشهر؟ لماذا الانترنت ضعيف؟ لو سمحت,offer_inquiry
اريد باي باي لو سمحت,goodbye
اريد كيف اعرف استهلاك الانترنت من الصبح لو سمحت,check_data_usage
من فضلك ما بقدر اتصل في الشغل,no_signal
لو سمحت ليش الاتصال غير مستقر علي خطي بسرعه,network_complaint
اريد كم بقي من الجيجا اليوم,check_data_usage
ليش لازم اتاكد من التعبيه؟,payment_issue
بدي اشترك بباقه جديده من كم ساعه,other
البطاقه مرفوضه من مبارح,payment_issue
ساعدني الانترنت ضعيف ما يعبتو رسايل باستمرار يوجد حاله انتهاء الرصيد ويبقي لي عندهم رصيد,slow_internet
احسب سعر العنصر التالي بالكميه المحدده العنصر      الكميه,offer_inquiry
محتاج شو وضع الشبكه في البيت,network_status
ممكن ليش النت بطيء رغم وجود تغطيه من الصبح اليوم,slow_internet
بدي ليش النت بطيء رغم وجود تغطيه هالفتره الان,slow_internet
ممكن ليش الاتصال غير مستقر في البيت اليوم,no_signal
محتاج شو وضع الشبكه من مبارح؟,network_status
كيف احول رصيد من الصبح من مبارح,balance_transfer
فيه شكوي علي الشبكه بعد الشحن,network_complaint
ساعدني هل النت شغال؟,network_status
شو افضل باقه هالفتره,offer_inquiry
ساعدني كيف اعرف استهلاك الانترنت في منطقتي هالفتره,check_data_usage
محتاج الفيديو يقطع بسبب الشبكه في الشغل,network_complaint
بدي اعرف الهاتف بدون خدمه حاليا؟,no_signal
حاب اعرف اريد تجديد الاشتراك في منطقتي,renew_package
لقد تم تحصيل جنيه استرليني اضافي مني ولا اعرف ما الغرض منه,payment_issue
لو سمحت كيف اعرف الرصيد المتبقي اليوم اليوم,check_data_usage
بدي ليش الاتصال غير مستقر اليوم من فضلك,network_complaint
ممكن اعرف هل الشبكه تعمل الان هالفتره؟,network_complaint
قم بانشاء جمله تصف المنتج باستخدام العباره التاليه كرسي باديكير   عباره  مزيج مثالي من الجمال والراحه,other
بدي اعرف ليس عم يلقط شبكه؟,network_complaint
ممكن اعرف بدي اجدد الباقه من مبارح,renew_package
اسيله تتعلق في مده الباقه هل يوجد باقه مدتها اطول؟ حاليا,offer_inquiry
في عندي يلا سلام من يومين,goodbye
حاب اعرف باي علي خطي,goodbye
بدي كيف احول رصيد اليوم؟,balance_transfer
ساعدني كيف افعل الباقه بدون سبب واضح؟ الان,renew_package
قدم سببا واحدا يدفع الناس الي اعاده التدوير,payment_issue
ممكن اعرف هل يوجد عروض جديده حاليا؟,offer_inquiry
بدي شو وضع الشبكه من الصبح؟,network_status
الانترنت ضعيف كتير ماذا المشكله واحنا دافعين الفاتوره من فضلك,payment_issue
الانترنت يفصل كثير بعد التجديد,network_complaint
ساعدني بدي اجدد الباقه فيه البيت,renew_package
ما هو متوسط سعر المنزل في سان فرانسيسكو؟,offer_inquiry
عندي هاي علي رقمي,greeting
اريد شبكه النت بطييه بسرعه,network_complaint
مع السلامهه حاليا,goodbye
كيف احول رصيد داخل المنزل؟ في منطقتي,balance_transfer
انشاء ارتباط كلمه لكلمه كلب,other
اريد كيف افعل الباقه وقت الليل؟,renew_package
سرعه النت ضعيفه بشكل مفاجي,slow_internet
بدي افعل باقه  جيجا,renew_package
قدم سعر تذكره البالغين العاديه لفيلم ثلاثي الابعاد في  في سان فرانسيسكو,offer_inquiry
احسب احتمال الحصول علي راسين في اربع دفعات من العملات المعدنيه,payment_issue
ليش الشبكه تختفي فجاه علي خطي هالفتره,no_signal
احاول ابدل العملات الرقميه وما يضبط قل لي كيف اضبطها,balance_transfer
اريد هل الشبكه تعمل الان من فضلك,network_complaint
اريد هل الشبكه شغال من الصبح؟,network_complaint
ممكن تساعدني بخصوص اهلين في البيت,greeting
الابلاغ عن درجه الحراره الحاليه في دبي,other
ليش الانترنت بطيء عندي في منطقتي اليوم,slow_internet
بدي استفسر عن الي اللقاء,goodbye
ممكن تساعدني بخصوص الي اللقاء من مبارح,goodbye
ليش النت بطيء رغم وجود تغطيه في البيت في الشغل,slow_internet
اريد يوجد شكوي علي الشبكه من الصبح؟,network_complaint
اريد بدي اجدد الباقه فيه البيت؟,renew_package
هلو كيف الحال,greeting
حاب اعرف بدي مساعده تقنيه من مبارح؟,technical_support
ضع قايمه بجميع الاسماء المرتبطه بالفعل المعطي يقرا,other
قد تم تحصيل الاموال مني لنفس المعامله اكثر من مره,payment_issue
لو سمحت عندي هلا من كم ساعه,greeting
بدي اعرف هل الشبكه تعمل الان في البيت؟,network_complaint
بدي نادرا ما اتصل لكن بواجه مشاكل ضعف بالشبكه وحزم البيانات بشكل كبير بسرعه,network_complaint
ممكن مو حاله الشبكه هالفتره؟,network_status
لو سمحت مشاكل تحويل الرصيد من فضلك,balance_transfer
لو سمحت في مشكله بالشحن في البيت,payment_issue
تحذف هذه الكلمات الثلاث من الجمله في النهايه فتحت الباب بسرعه في النهايه,other
ليش الانترنت بطيء رغم وجود تغطيه بعد الشحن اليوم,slow_internet
حاب اعرف هل الخدمه شغاله اليوم,network_status
حاب اعرف الهاتف بدون خدمه علي خطي,no_signal
لماذا الشبكه ضعيفه فيه منطقتي؟ هالفتره,slow_internet
استفسار كيف افعل الباقه بعد الشحن علي خطي الان,renew_package
حاب اعرف هلا من امس,greeting
احسب السعر الاجمالي لثلاثه عناصر باسعار  دولار و  دولار و  دولارات,offer_inquiry
ممكن تساعدني بخصوص مع السلامه بشكل مفاجي,goodbye
خذ النص التالي واعد كتابته بنبره مختلفه الميزانيه ليست كافيه لتغطيه جميع تكاليفنا,network_complaint
من فضلك كيف اجدد النت حاليا,renew_package
ساعدني الاستفسار عن الفاتوره الان,payment_issue
بدي كم باقي من الانترنت يوجد البيت؟,check_data_usage
ليه في تقطيع بساعات معينه من اليوم من الصبح,slow_internet
صنف هذه الجمله علي انها تنتمي الي مجال العمل او الاتصال او اللغه قفز القط من علي الطاوله,network_complaint
حاب اعرف الشبكه تفصل في البيت,network_complaint
ساعدني ليش ما اقدر اتصل هالفتره لو سمحت,no_signal
ليش الغنترنت ضعيف؟ هالفتره,slow_internet
ممكن ليش الرصيد انخصم بعد الشحن اليوم,payment_issue
استفسار كيف افعل الباقه بعد الشحن هالفتره الان,renew_package
بدي حل ل الي اللقاء من امس,goodbye
استفسار كيف اعرف استهلاك الانترنت فيه منطقتي هالفتره,check_data_usage
ممكن اعرف اريد تفاصيل الاشتراك حاليا؟,offer_inquiry
لو سمحت ما بستقبل مكالمات هالفتره,no_signal
ممكن اعرف مو هي عروض الانترنت هالفتره,offer_inquiry
ساعدني الخدمه ضعيفه في البيت؟,slow_internet
استفسار لماذا سعر البطاقات مرتفعه الان,offer_inquiry
اريد اريد معرفه استهلاك الانترنت من مبارح؟,check_data_usage
ممكن تساعدني بخصوص تصبح علي خير علي خطي,goodbye
حدد الشخص الغريب من الكلمات التاليه فخار ، معجنات ، مجوهرات ، نجار,other
حاب اعرف اريد تجديد الاشتراك هالفتره؟,renew_package
اريد شو سبب ضعف الشبكه في البيت اليوم اليوم,other
ممكن اعرف في شكوي علي الشبكه فيه منطقتي,network_complaint
لو سمحت عندي مرحبا من مبارح,greeting
احسب التكلفه الاجماليه لمدخلات معينه السعر لكل عنصر  دولارا   الكميه    المعدل الضريبي ٪,offer_inquiry
اي نوع من اجهزه الصراف الالي يمكن استخدام هذه البطاقه فيها؟,technical_support
لو سمحت في شكوي علي الشبكه في البيت,network_complaint
بدي كم بقي من الجيجا في الشغل؟,check_data_usage
محتاج ما حاله الشبكه في منطقتي,network_status
الشبكه مقطوعه من اسبوع,no_signal
محتاج مساعده تقنيه بعد التجديد,technical_support
ساعدني ما قدرت ادفع الفاتوره بسرعه,payment_issue
قم بانشاء تطبيق جوال يسمح للاشخاص بتتبع استهلاكهم اليومي من المياه,check_data_usage
بدي هل الخدمه شغاله علي خطي؟,network_status
ممكن اعرف العروض والباقات المتوفره اليوم,offer_inquiry
قم بتطوير خوارزميه لاختيار اسرع عنصر دفع في المتجر,payment_issue
حدد النغمه الصحيحه لهذه الجمله يرجي الاتصال بنا للحصول علي مزيد من المعلومات,network_complaint
سرعه النت اليوم,slow_internet
بدي كيف افعل الباقه في منطقتي؟ هالفتره,renew_package
بدي الخدمه ضعيفه,network_complaint
استفسار عندي مشكله تقنيه اليوم,technical_support
ساعدني ليش ما في اشاره فجاه؟ بسرعه,no_signal
